airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate
IndiGo,359,Thiruvananthapuram,Delhi,"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,02:05,05:25,03:20,200.00,6800
IndiGo,493,Goa,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:10,03:20,01:10,70.00,2380
IndiGo,6698,Pune,Delhi,Saturday,N,N,N,N,N,Y,N,02:10,04:20,02:10,130.00,4420
IndiGo,6698,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:10,04:20,02:10,130.00,4420
IndiGo,2177,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:10,04:25,02:15,135.00,4590
Air India,423,Delhi,Lucknow,"Monday,Thursday",Y,N,N,Y,N,N,N,02:15,03:15,01:00,60.00,2040
AirAsia India,455,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:15,03:55,01:40,100.00,3400
IndiGo,2343,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:15,04:20,02:05,125.00,4250
Jetlite,313,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:15,04:30,02:15,135.00,4590
Air India,3710,Port Blair,Kolkata,Saturday,N,N,N,N,N,Y,N,02:15,04:30,02:15,135.00,4590
IndiGo,6698,Pune,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:15,04:35,02:20,140.00,4760
Jet Airways,446,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:20,03:30,01:10,70.00,2380
Jet Airways,1446,Mumbai,Goa,Friday,N,N,N,N,Y,N,N,02:20,03:30,01:10,70.00,2380
AirAsia India,1425,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:20,03:50,01:30,90.00,3060
IndiGo,272,Mumbai,Hyderabad,Sunday,N,N,N,N,N,N,Y,02:20,03:55,01:35,95.00,3230
IndiGo,184,Kochi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:20,04:30,02:10,130.00,4420
IndiGo,6779,Bengaluru,Ahmedabad,Saturday,N,N,N,N,N,Y,N,02:20,04:30,02:10,130.00,4420
IndiGo,241,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:25,03:40,01:15,75.00,2550
IndiGo,241,MIHAN,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:25,03:40,01:15,75.00,2550
Jet Airways,436,Mumbai,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:25,04:25,02:00,120.00,4080
Jet Airways,484,Mumbai,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:25,04:55,02:30,150.00,5100
IndiGo,241,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:30,03:40,01:10,70.00,2380
IndiGo,6335,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:30,04:20,01:50,110.00,3740
IndiGo,6335,MIHAN,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:30,04:20,01:50,110.00,3740
AirAsia India,728,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:30,04:40,02:10,130.00,4420
SpiceJet,748,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:35,04:05,01:30,90.00,3060
AirAsia India,338,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:35,04:15,01:40,100.00,3400
IndiGo,6431,Visakhapatnam,Pune,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,02:35,04:15,01:40,100.00,3400
GoAir,368,Kannur International Airport,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:35,04:30,01:55,115.00,3910
IndiGo,2214,Delhi,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:35,04:45,02:10,130.00,4420
IndiGo,6779,Bengaluru,Ahmedabad,Sunday,N,N,N,N,N,N,Y,02:35,04:45,02:10,130.00,4420
IndiGo,6779,Bengaluru,Ahmedabad,Tuesday,N,Y,N,N,N,N,N,02:35,04:45,02:10,130.00,4420
IndiGo,6779,Bengaluru,Ahmedabad,"Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,N,02:35,04:45,02:10,130.00,4420
IndiGo,6779,Bengaluru,Ahmedabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,02:35,04:50,02:15,135.00,4590
IndiGo,7249,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:35,11:15,08:40,520.00,1200
IndiGo,6876,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:40,04:15,01:35,95.00,3230
IndiGo,6779,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:40,04:50,02:10,130.00,4420
GoAir,2501,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:40,04:50,02:10,130.00,4420
Jet Airways,3501,Mumbai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:40,05:15,02:35,155.00,5270
SpiceJet,806,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:40,05:20,02:40,160.00,5440
Jet Airways,929,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:45,03:55,01:10,70.00,2380
IndiGo,338,Pune,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:45,04:30,01:45,105.00,3570
IndiGo,6494,Hyderabad,Kolkata,Saturday,N,N,N,N,N,Y,N,02:45,05:00,02:15,135.00,4590
IndiGo,6484,Visakhapatnam,Pune,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,02:50,04:40,01:50,110.00,3740
IndiGo,623,Pune,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:50,05:35,02:45,165.00,5610
AirAsia India,337,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:55,04:00,01:05,65.00,2210
Jet Airways,348,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:55,04:25,01:30,90.00,3060
IndiGo,338,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:55,04:30,01:35,95.00,3230
IndiGo,2788,Delhi,Kolkata,Saturday,N,N,N,N,N,Y,N,02:55,05:10,02:15,135.00,4590
IndiGo,721,Pune,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:55,05:20,02:25,145.00,4930
IndiGo,623,Pune,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,02:55,05:25,02:30,150.00,5100
IndiGo,699,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,04:10,01:10,70.00,2380
IndiGo,6335,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,04:10,01:10,70.00,2380
IndiGo,699,Bengaluru,Pune,Monday,Y,N,N,N,N,N,N,03:00,04:15,01:15,75.00,2550
IndiGo,699,Bengaluru,Pune,Sunday,N,N,N,N,N,N,Y,03:00,04:15,01:15,75.00,2550
IndiGo,699,Bengaluru,Pune,"Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,N,03:00,04:15,01:15,75.00,2550
IndiGo,699,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,04:30,01:30,90.00,3060
GoAir,385,Kannur International Airport,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,04:50,01:50,110.00,3740
Vistara,924,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,05:00,02:00,120.00,4080
Jet Airways,339,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,05:05,02:05,125.00,4250
IndiGo,788,Delhi,Kolkata,"Monday,Tuesday,Wednesday",Y,Y,Y,N,N,N,N,03:00,05:05,02:05,125.00,4250
Jetlite,339,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,05:10,02:10,130.00,4420
IndiGo,2106,Delhi,Kolkata,"Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,N,03:00,05:10,02:10,130.00,4420
IndiGo,2106,Delhi,Kolkata,Friday,N,N,N,N,Y,N,N,03:00,05:10,02:10,130.00,4420
IndiGo,2106,Delhi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,05:10,02:10,130.00,4420
Vistara,924,Mumbai,Delhi,"Friday,Saturday",N,N,N,N,Y,Y,N,03:00,05:15,02:15,135.00,4590
Jet Airways,3540,Patna,Pune,"Monday,Wednesday,Thursday",Y,N,Y,Y,N,N,N,03:00,05:20,02:20,140.00,4760
IndiGo,623,Pune,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:00,05:20,02:20,140.00,4760
IndiGo,2447,Thiruvananthapuram,Pune,Saturday,N,N,N,N,N,Y,N,03:05,04:50,01:45,105.00,3570
IndiGo,6494,Hyderabad,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:05,05:15,02:10,130.00,4420
Air India,590,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:05,05:25,02:20,140.00,4760
IndiGo,689,Patna,Kolkata,Saturday,N,N,N,N,N,Y,N,03:10,04:15,01:05,65.00,2210
IndiGo,689,Patna,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,04:15,01:05,65.00,2210
AirAsia India,331,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,04:25,01:15,75.00,2550
SpiceJet,423,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,04:35,01:25,85.00,2890
IndiGo,6117,Pune,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,05:10,02:00,120.00,4080
Vistara,989,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,05:15,02:05,125.00,4250
GoAir,386,Mumbai,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:10,06:20,03:10,190.00,6460
IndiGo,6644,Kochi,Hyderabad,Saturday,N,N,N,N,N,Y,N,03:15,04:50,01:35,95.00,3230
SpiceJet,8190,Pune,Delhi,"Sunday,Wednesday,Friday,Saturday",N,N,Y,N,Y,Y,Y,03:15,04:55,01:40,100.00,3400
SpiceJet,8191,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:15,05:30,02:15,135.00,4590
IndiGo,401,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:20,04:55,01:35,95.00,3230
IndiGo,6808,Pune,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:20,05:20,02:00,120.00,4080
GoAir,591,Kochi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:20,05:30,02:10,130.00,4420
Vistara,821,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:20,05:45,02:25,145.00,4930
SpiceJet,8190,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:25,05:35,02:10,130.00,4420
IndiGo,778,Goa,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:25,05:45,02:20,140.00,4760
IndiGo,836,Pune,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:30,05:35,02:05,125.00,4250
IndiGo,117,Pune,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:30,05:40,02:10,130.00,4420
IndiGo,127,Goa,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:30,06:05,02:35,155.00,5270
IndiGo,146,Bengaluru,Kolkata,Saturday,N,N,N,N,N,Y,N,03:30,06:10,02:40,160.00,5440
IndiGo,146,Bengaluru,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:30,06:10,02:40,160.00,5440
GoAir,433,Chennai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:30,16:20,12:50,770.00,1500
IndiGo,6297,Pune,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:35,04:50,01:15,75.00,2550
Jet Airways,981,Pune,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:35,07:45,04:10,250.00,3500
IndiGo,721,Pune,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:40,05:55,02:15,135.00,4590
IndiGo,664,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:45,05:35,01:50,110.00,3740
IndiGo,6562,Pune,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:45,05:45,02:00,120.00,4080
SpiceJet,6630,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:50,05:20,01:30,90.00,3060
Air India,424,Lucknow,Delhi,"Monday,Thursday",Y,N,N,Y,N,N,N,03:55,04:55,01:00,60.00,2040
IndiGo,6951,Pune,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,06:05,02:10,130.00,4420
IndiGo,169,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,06:25,02:30,150.00,5100
IndiGo,337,Pune,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,06:30,02:35,155.00,5270
IndiGo,2403,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,06:35,02:40,160.00,5440
GoAir,951,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,06:50,02:55,175.00,5950
Vistara,554,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,03:55,20:30,16:35,995.00,1200
GoAir,3101,Bengaluru,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:00,05:00,01:00,60.00,2040
IndiGo,6659,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:00,05:25,01:25,85.00,2890
IndiGo,6659,MIHAN,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:00,05:25,01:25,85.00,2890
IndiGo,2475,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:00,06:50,02:50,170.00,5780
IndiGo,2562,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday",N,Y,Y,Y,Y,N,Y,04:00,06:50,02:50,170.00,5780
IndiGo,2562,Bengaluru,Delhi,"Monday,Saturday",Y,N,N,N,N,Y,N,04:00,06:50,02:50,170.00,5780
IndiGo,2562,Bengaluru,Delhi,Sunday,N,N,N,N,N,N,Y,04:00,06:50,02:50,170.00,5780
IndiGo,2562,Bengaluru,Delhi,Tuesday,N,Y,N,N,N,N,N,04:00,06:50,02:50,170.00,5780
IndiGo,2562,Bengaluru,Delhi,"Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,N,04:00,06:50,02:50,170.00,5780
IndiGo,318,Kolkata,Mumbai,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,04:00,06:55,02:55,175.00,5950
GoAir,461,Mumbai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:00,07:15,03:15,195.00,6630
AirAsia India,569,Delhi,Goa,Friday,N,N,N,N,Y,N,N,04:05,06:35,02:30,150.00,5100
IndiGo,242,Pune,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:10,05:15,01:05,65.00,2210
AirAsia India,1574,Bengaluru,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:10,05:20,01:10,70.00,2380
IndiGo,244,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:10,06:25,02:15,135.00,4590
SpiceJet,4017,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:15,05:15,01:00,60.00,2040
IndiGo,6877,Pune,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:15,05:55,01:40,100.00,3400
SpiceJet,5782,Chennai,Calicut,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:15,08:30,04:15,255.00,1500
IndiGo,242,Pune,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,06:05,01:45,105.00,3570
Jet Airways,941,Chennai,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,06:25,02:05,125.00,4250
IndiGo,242,Pune,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,06:35,02:15,135.00,4590
IndiGo,6213,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,06:45,02:25,145.00,4930
SpiceJet,463,Hyderabad,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,08:30,04:10,250.00,4375
SpiceJet,3764,Pune,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:20,10:05,05:45,345.00,24875
Jet Airways,411,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,05:35,01:10,70.00,2380
AirAsia India,450,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,05:40,01:15,75.00,2550
IndiGo,456,Bengaluru,Mumbai,Monday,Y,N,N,N,N,N,N,04:25,06:10,01:45,105.00,3570
IndiGo,456,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,04:25,06:10,01:45,105.00,3570
IndiGo,844,Kolkata,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,06:10,01:45,105.00,3570
IndiGo,128,Chennai,Goa,Friday,N,N,N,N,Y,N,N,04:25,06:20,01:55,115.00,3910
IndiGo,5295,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,06:20,01:55,115.00,3910
GoAir,1305,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,06:30,02:05,125.00,4250
AirAsia India,764,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,06:35,02:10,130.00,4420
SpiceJet,609,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:25,07:10,02:45,165.00,5610
GoAir,851,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,05:45,01:15,75.00,2550
GoAir,851,MIHAN,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,05:45,01:15,75.00,2550
IndiGo,365,Chennai,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,05:50,01:20,80.00,2720
IndiGo,6472,Pune,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,06:10,01:40,100.00,3400
IndiGo,158,Ahmedabad,Delhi,Saturday,N,N,N,N,N,Y,N,04:30,06:10,01:40,100.00,3400
IndiGo,6476,Pune,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,06:15,01:45,105.00,3570
IndiGo,2803,Delhi,Bhubaneswar,Tuesday,N,Y,N,N,N,N,N,04:30,06:40,02:10,130.00,4420
SpiceJet,3751,Bengaluru,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,06:55,02:25,145.00,4930
IndiGo,368,Bengaluru,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,06:55,02:25,145.00,4930
IndiGo,2489,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,07:00,02:30,150.00,5100
Akasa Air,1359,Bengaluru,Delhi,"Sunday,Tuesday,Thursday,Friday,Saturday",N,Y,N,Y,Y,Y,Y,04:30,07:10,02:40,160.00,5440
IndiGo,372,Kolkata,Chandigarh,Saturday,N,N,N,N,N,Y,N,04:30,07:15,02:45,165.00,5610
IndiGo,372,Kolkata,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,04:30,07:20,02:50,170.00,5780
SpiceJet,671,Kolkata,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:30,09:30,05:00,300.00,8625
IndiGo,6427,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:35,05:25,00:50,50.00,1700
IndiGo,351,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:35,05:45,01:10,70.00,2380
GoAir,575,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:35,05:50,01:15,75.00,2550
IndiGo,351,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,04:35,05:55,01:20,80.00,2720
